Stemming,label
anies gagas brillian realistis otoritas tinggi tantang tata grup kompeten integrated eksekusi gagas brbrganjar leader mlmbrbrprabowo kesatria sejati matang negara butuh sepuh beliau bina nasihat lindung orang tua lindung anak,positive
gagas pinteng rombak kerja polisi musuh rakyat utama,negative
payahhhh golput bakal calon presiden berat hukum koruptor susah sistem partai prabowo naikkin gaji concern nyahahahahahahaha,negative
miris pilih presiden lucu aduh,negative
rakyat ikhlas kali doa baik prabowo moga presiden indonesia prabowo matang pikir umur agama,positive
anies eleganbrganjar rambut putihbrcocoknya sayabrprabowo jujurbrmenjunjung etitudbrsemoga televisi aktif setbokbrsemoga setbox halang informasi pilih umum presiden,positive
acara prabowo biarpun selancar bicara benerbener indonesia butuh pimpin,neutral
luhut eric tohir taruh mana lini tertawa,neutral
jawa tengah papar anies mudah paham mudah terima,neutral
anies sekjen jony kah partai,neutral
prabowo ragu semenjak bicara gagas,negative
anies hubung kaum ump doa baik serta,neutral
ganjar sambung pertanyaanaga bingung sihjadi bingung pilih tertawa,negative
anies masuk analog gagasanya salut,positive
sukses teman salam mahasiswa hi uii angkat perdana rapor komen sibuk jalan soale,neutral
anies gagas erti belibet mana,negative
politik identitas mah edan noh sesuai jakarta pakai acara ras tertawa masjid rumah kampanye pilih kubu tertawa lucu asli politik identitas edan komplot main politik identitas jatuhin kuasa jakarta,negative
dengar tutup ganjar bikin merindingpak ganjar moga takdir tuhan pihak,neutral
presiden pimpin negara satu republik indonesia tanggung negara satu republik indonesia lagisupaya ekonomi kembang maju hargaharga butuh murah masyarakat hidup baikapa guna pimpin rakyat perhati kalang hidup sederhanamenjadi guna harta bantu butuh,positive
cewek kacamata kerudung samping prof siti lihat salting,neutral
mudah ganti presiden ekonomi normal sesuai pinpin surabaya,neutral
jergenjer pkidi dukung nagaoligarkipdi partai pki,neutral
moga anies pilih lihat jakarta tinggal kacau parahomdo doang,negative
prabowo beda moga lancar gusti allah ndan,positive
prabowo maju moga sukses smean beliau cinta indonesia rakyata,positive
bakal calon presiden gagas bagus bicara tata rapi menjanjikanbrtetapi penting nyata lapang kimerja janjibrcontoh pjomowi pandai bicara kerja rasakanbrbanyak negara kagum beliaubrinti bicara kerja,positive
anies prabowo dukung tau sejarah,positive
prabowo tulus negara satu republik indonesia main citra,positive
prabowo program didik aparatur perintah desa,neutral
keliling teman ide bagus indah kmdn sulit diapilkasikan apriori situ paham betapa alam praktik bumi ide indah realistis,positive
apa pilih serah andabryg saudara indonesia anti partai demokrasi indonesia merah alas,neutral
apa narasi program depan pedulibrpertanyaan indonesia bebas korupsi depan nyabrini tantang brindonesia lepas korupsi budaya jabat negara indonesia korupsibradapun tegak hukum korupsi politisasi orang orang tertentubrsampai kitarakyat bohong penting pribadi,negative
kuat apa umum malam kotak suara gembok kardus kalah,neutral
calon nyenggol undang korupsi perberatpayah,neutral
masyaa allah anies gagas difahami rekam jejak bagus bagus moga indonesia anies menang amanah amin,positive
tolong warga indonesia badak clup entar negara jadi boneka ketua umum partai,neutral
sayang capresnya anies mantap sampean luntur cinta gusdur,positive
presiden otak tenaga pakai makan kerja kerja kerja men,neutral
anies hubung orang tengah bawahbrganjar keren naratif bangetbrprabowo salut speechless,positive
vidio gambar pimpin depan moga indonesia merdeka,neutral
prabowo bicara ngambungi dikit lari susu makan siang perut pikiranya,neutral
pakai kacamatabrpandai berbicarabrtp raport merah kota jakarta,neutral
prabowo presiden banding calon presiden lainnyabrpak prabowo cerdas alam pimpin tingkat nasional internasional,neutral
atur turut mau model pimpin harap,neutral
mah joko ppartai partai demokrasi indonesia bilang masyarakat tau manusia bilang setujubrbrkalau anies prabowo baik,positive
terimakasih kakak nana mata najwa dengar simak papar calon bakal calon presiden buka nilai bakal calon presiden paham negara cari solusi visioner berapiapi brmana wibawa intelek milik pengatahun luas,neutral
bakal calon presiden gagas kesah ruu ampas aset pilih,neutral
anies baswedan omong menang laksana lihat bukti jakarta,neutral
manis ucap manusia ular bisa,negative
anies bagus bicara probowo gagas bagus sampai,positive
pilih partai demokrasi indonesia presiden pimpin anies prabowo rekomended,neutral
jujur kecewa prabowo sambung gantung pakar kali beliau target beliau kes ambisi bareng strategi gagas konkrit mencapainyabrsebagai akademisi gaya sampai rasionalitas anies oke,positive
lihat gagas lupa lihat track record minus track record bakal calon presiden banding bakal calon presiden track record minus rugi rakyat track record minus muncul pemimpinbrbrpilihan tangan sebentar banyak literasi track record bakal calon presiden,negative
pada prabowo apa sehatt selaluuu orang pokok baik,positive
sistem islam prabowo biaya politik,neutral
anak stand anies ayo goooooooo knows drilllllll swift af anak,positive
pilih anies prabowo calon presiden maju maju tahi,neutral
gagas wooyitu copy paste ganjar,neutral
sehat calon presiden hati bersih iklas,positive
anies baik gagas titik pakai kuat titik titik,positive
komen ujar benci kubu partai demokrasi indonesia tau periode kampanye partai demokrasi indonesia,negative
rendah dukung anies rapat baris pilih anies,neutral
tega hukum membelehkorupsi jamaahmksdny gmnberarti biar hemm,negative
terimakasih anies duduk pinggir jakarta rasa manfaat syukur indonesia milik orang perintah peduli masyarakat,positive
bismillahmoga prabowo anies izin allah swt pimpin indonesia,positive
bakal calon presiden ajak dialog bahasa inggrismau lihat fasih,neutral
tiga calon presiden reflexibrganjar porno sejarah asli lucu karisma,neutral
suka heran sorot mampu bicara indikator tolak kerja mampu publik bicara indikator konsep pikir struktur,neutral
prabowo cocok iya anies tulus satu cerdas,positive
pilih presiden emosi brbakal presiden ngejek profesi rakyat,negative
dukung anies sesuai fakta lapangankalau dunia maya buzzzerp nyinyir,negative
dukung ganjar presiden dukung tukang bohong,negative
kang prabowo cita citabrorasi nasional bangsa,positive
anies ter baik brcares lainminggir,positive
rasional bosan ganjar pranowo ganjar pranowoyes,neutral
prabowo tua calon presiden pidato breapi semangat sukarno,neutral
tolong presiden tolong banyak lowong kerja kualifikasi badan alam kerja kerja kualifikasi alam pakmohon maaf iya,neutral
anies tuban tunggu moga manfaat negeri sehat,positive
lucu kakak nana prabowo anak debat overall gagas tiga bakal calon presiden bagus nyala titik uji fakta baca komentar netizen,neutral
makna panji jokowi presiden luhut perdana menteri,neutral
hebat keren apa ide gagas keren pelaksanaanya tugas negara iya ayo tunggu,positive
tipikal ganjar rap gitu senyum nyaman sana aduh kayak gitu esmosiannya pilih seram dapat,positive
gara iq warga indonesia pilih bajingn bodoh,negative
prabowo subianto tulus serah jiwa raga makmur rakyat jaya indonesia,positive
masuk akal anies mustahil bingung,positive
wow juta siswa sd indonesiapak prabowo makan siang bulanrp juta siswa,neutral
panji wkwkwkwkwkwkkwkw kocak llurusss koqq gampang jahahaha,positive
gagas anies titik logika bismillah anies presiden,neutral
berat ganjar tentang kondisi bijak perintah notabene partai kuasa pdip jokowi,neutral
malu orang daerah kuasa gubernur guru honorer dapat minim,neutral
pemimpinnyatidak jalan dukung masyarakat pimpin manusiabrpertanyaan gweapakah lapor gubernur dapat minim direspon solusi masak,negative
gambar kualitas masyarkat asa pilih model tunggu mayoritas masyarakat cerdas pilih berkualitasbranies level bakal calon presiden person salah,neutral
ganjar tugas itumaka jalan sesuai tugas capreslagilagi tugas partai,neutral
gagas ide oke dengar realistis logis mampu harapanekspektasi pilih kerja omong kosong,positive
anies baswedan inshaa allah presiden tanda amin iya allah,neutral
didik sehat anggap cost keren anies,neutral
biasapertanyaan lugas jelastanpa tekssemoga rabb azza whatsapp jalla meridhoi anies rasyid baswedan pimpin negara satu republik indonesiacerdasvisionersantun luwes,positive
gambar anies baswedan indonesia gagas,neutral
jwbnnya jalur rakyat ganjar jawab plikak plikuk,neutral
lucu panji standup suka jurang jurang materi jatuh sesuai disaranin najwa calon presiden sesi periode gimik bodoh kelas materi,negative
refleksi anies baswedan bikin ragubrbrkarena penting nama baik brbrbkn rakyat indonesia,neutral
perintah refleksi kasih kaca kecuali suruh refleksi daerah pimpin jakarta jakarta refleksi kondisi negara indonesia,neutral
calon presiden netral idola tiga tonton video nilai anies calon presiden mudah paham kaum gen moga anies menang presiden amin,neutral
mohon maaf obrol prabowo connect iya kakak nana acara siap spontan bikin kadang sambung bikin grogi,neutral
simpul cerna anies prabowo maaf ganjar jelas bingung sesuai refleksi ngena prabowo tulus program kerja top,neutral
tiga gagas bagus indonesia cinta,positive
gagas ganjar bagus sistematis anies awang awang,positive
ganjar spontan pakai bantu layar tertawa,neutral
dengar anies baswedan gagas refleksi beliau layak presiden indonesia adil maju,positive
kakak depan mohon bahas uu ciptaker omnibus law brkarna rugi buruh untung usaha milik usaha kebal hukum,neutral
buruh tolak ciptaker timbul perpu isi salin uu ciptaker,neutral
ngalur ngidul aahk ganjar omong ciri khas pilitikus ngebacot,negative
detik suara indonesia situ ambil simpul kayak indonesia bangkit kembang tolong hidup uciha itachi,neutral
bakal calon presiden cermin sifat cerdas rendah rakyat penuh jiwa satria,positive
tinggal tunggu komando ulama pilih orang totalitas negara orang hhebrcapres orang kali,neutral
desa maju kepala desa korupsiitu konsekuensi atas,neutral
pilih umum presiden kali golput pers iya nebeng ah,neutral
intelijensianya mantap najwa shihab tajam setsjam silet,positive
iya anies ganjar pranowo sesuai refleksi gitu kayak drama maaf salah tafsir lepas apa pilih kitabryg sesuai prabowo refleksi beliau atur drama dengar beliau gregetapapun namanyabrmaaf apa pilih outra tebaik,negative
maaf anies lewat langsung prabowo ganjarhahaa kebanyang anies presidenmau apabahasa tubuh nilai,negative
anies top singkat padat ppt muter muter,positive
indonesia ajar negara exp malaysia didik guru jepang sepakbola unggul negara,neutral
sampai akademis logis harap rakyat gagas anies baswedan,neutral
dhivana anarchia ria lay anak profesor cornelis lay cakep pintar anak nusa tenggara timur,neutral
retorika susun prabowo prabowo tindak tindak retorika bicara tangan beliau indonesia tindak emas,neutral
anies khayal narasi janji janjisedih anies berubahbehayal maaf pikir harap palsu,negative
iya iya dosen vs orang orang kerja bangun indonesia kualitas kata dosen hebat kerja yohanies ambil contoh jakarta gagal kampanye omong omong kosong,negative
ganjar prabowo bicara jujur narasi kedepananies aduh komunikasi dirubahanies delusiberhayalmimpi narasi olah indah teoritis,neutral
hindar indonesia paham komunis mana asli pndduk indonesia tinggal orang asing,negative
manfaat buka mata beda gagas bakal calon presiden terima kasih mata najwa grup selenggara acara,neutral
anies brganjar brprabowo program muluk masuk akaludah tular mukidi,negative
anies cocok presiden indonesia sejahtera,positive
teori anies muter muter mbulet mengarahblas,negative
gaji orang tua ribu paksa bayar kuliah mantap ganjar,neutral
kerja keras harga buang injak negara bangsa injak sakit hati bilang bangsa monyet negara kerja paksa jajah kerja paksa ogahhhhhhh,negative
orang halu kerja keras percaya hilang kerja keras budak,negative
hidup jalan mengijak bumi alias realistis jalan atas awan teori mudah realistis hidup,positive
kakak nana tenang tenang ngegas beda,positive
saing anies prabowo masyarakat cerdas,positive
acara manfaat rakyat indonesia jejak digital masa terimakasih najwa,neutral
jujur pimpin karakter prabowo bicara lugas tegakarena pimpin negara main teman mental baja andal literalisasikepicikan politik negeri kejam negosiasi makmur negara asingintinya butuh pimpin janji mulut manis,positive
moga prabowo presiden mata tulus ikhlas rakyat indonesia bebas miskin,positive
anies baswedan yees prinsip adil rakyat indonesia,positive
komennya puas anies persen prabowo persen ganjar persen,neutral
paham wayang pribadi maju partai atur partai ah know,neutral
menimbangnimbang pembiacaraan selesai anies milik gagas terima rakyat indonesia butuh ubah brsaatnya maju maju maju brbukan ngutang ngutang ngutang,positive
kandidat miskin kaya hutang rumah nyicil puncak modal nama brya hubung rakyat maju puncak,neutral
baca komen komen simpul masyarakat indonesia gampang bawa asa,negative
prabowo bak nana mngenai sesuai covid situ kasus sdikit lucu sdikit masuk akal kerumun serang dproses kerumun,negative
cawapres berani bikin udang kuhp hap koruptor hukum mati miskin dar pilih presiden umur hidup rakyat tani brebes,neutral
sedih haru sesuai prabowo bilang tinggal lihat indonesia martabat sehat terus pimpin indonesia,negative
iya alhmdulilh indonesia martabat berkat jokowi indonesia harga negeri,positive
ganjar ganjar hubung bintang kah hubung bisnis negara,neutral
prabowo patriot negarawan hebat gagas bagus sampai detail anies bagus gagas hati hati janji bohongbrpak ganjar tarik gagas sayang partai usung pdip masyarakat indonesia tau partai pdip kerja,positive
pdip libur politik mulai mimpin indonesia ganti masbrow ganjar mohon maaf gubernur sono jawa,neutral
gagas anies beliau sampai serasa harap negeri bismillah pilih anies,positive
prabowo gagasanya masuk akal jarang turun lapang percaya realisasi,positive
suka sampai anies mudah paham,positive
lucu bilang pilih umum presiden curang nyalonin becandaaaa,negative
orang gila hadir video debat gagas calon presiden bicara makmur sisi muncul iklan pinjam online referensi iklan semat dasar tuju unggah video ironi,neutral
prabowo sampai nyata iklas cantik batas prabowo iklas negara,positive
moga doa dengar allah swt anies pilih presiden,neutral
