;text;label
328;anies gurau duwitapa gurau beli hati rakyat indonesiaaku yakinsekaya apapungak kuasa hati makluk hidup;positive
329;iya allooh jujur merinding lantun lagu indonesia raya stanzaisinya bagus;positive
330;bicara orang tau indonesia butuh lapang kerja kait maju jlasin butuh mah buktinyata rencana terap kosong krupsi krupsi kosong rencanain maju indonesia percaya;positive
331;anies cocok presiden indonesia dukung anies;positive
332;inti pilih jujur tulus pintar otak atik implementasi;positive
333;arti pilih anies terimakasih saranny kakak;neutral
334;prabowo baik presiden semangat prabowo harga negeri;positive
335;gagasangagasan calon wakil butuh rakyat pandjibra;neutral
336;calon presiden berani tegak hukum koruptor hukum mati;negative
337;pecah gagas panji baik comika;positive
338;betapa bodoh ganjar menit segitu nana kasih nyata blas sambung senyum jelasin keliatang dungu bilang kaget erti bilang bantai pastur dsb agama tertawa pakai nalar;negative
339;acara referensi tentu pilih pihak cerdas anies visi misi program kerja struktur logis mudah paham tahap ide narasi argumentasi implementasi mekanisme evaluasi anies maju;neutral
340;hdyucfw heiss tukang komentar ra cerdas blas;positive
341;lu korupsi muka bumi lenyap masyarakat sejahtera negara maju bijak salur nama korupsi bijak korupsi bijak jalan negara rugi bijak bangun korupsi sia sia;negative
342;anies gagas brillian realistis otoritas tinggi tantang tata grup kompeten integrated eksekusi gagas brbrganjar leader mlmbrbrprabowo kesatria sejati matang negara butuh sepuh beliau bina nasihat lindung orang tua lindung anak;positive
343;gagas pinteng rombak kerja polisi musuh rakyat utama;negative
344;payahhhh golput bakal calon presiden berat hukum koruptor susah sistem partai prabowo naikkin gaji concern nyahahahahahahaha;negative
345;miris pilih presiden lucu aduh;negative
346;rakyat ikhlas kali doa baik prabowo moga presiden indonesia prabowo matang pikir umur agama;positive
347;anies eleganbrganjar rambut putihbrcocoknya sayabrprabowo jujurbrmenjunjung etitudbrsemoga televisi aktif setbokbrsemoga setbox halang informasi pilih umum presiden;positive
348;acara prabowo biarpun selancar bicara benerbener indonesia butuh pimpin;neutral
349;luhut eric tohir taruh mana lini tertawa;neutral
350;jawa tengah papar anies mudah paham mudah terima;neutral
351;anies sekjen jony kah partai;neutral
352;prabowo ragu semenjak bicara gagas;negative
353;anies hubung kaum ump doa baik serta;neutral
354;ganjar sambung pertanyaanaga bingung sihjadi bingung pilih tertawa;negative
355;anies masuk analog gagasanya salut;positive
356;sukses teman salam mahasiswa hi uii angkat perdana rapor komen sibuk jalan soale;neutral
357;anies gagas erti belibet mana;negative
358;politik identitas mah edan noh sesuai jakarta pakai acara ras tertawa masjid rumah kampanye pilih kubu tertawa lucu asli politik identitas edan komplot main politik identitas jatuhin kuasa jakarta;negative
359;dengar tutup ganjar bikin merindingpak ganjar moga takdir tuhan pihak;neutral
360;presiden pimpin negara satu republik indonesia tanggung negara satu republik indonesia lagisupaya ekonomi kembang maju hargaharga butuh murah masyarakat hidup baikapa guna pimpin rakyat perhati kalang hidup sederhanamenjadi guna harta bantu butuh;positive
361;cewek kacamata kerudung samping prof siti lihat salting;neutral
362;mudah ganti presiden ekonomi normal sesuai pinpin surabaya;neutral
363;jergenjer pkidi dukung nagaoligarkipdi partai pki;neutral
364;moga anies pilih lihat jakarta tinggal kacau parahomdo doang;negative
365;prabowo beda moga lancar gusti allah ndan;positive
366;prabowo maju moga sukses smean beliau cinta indonesia rakyata;positive
367;bakal calon presiden gagas bagus bicara tata rapi menjanjikanbrtetapi penting nyata lapang kimerja janjibrcontoh pjomowi pandai bicara kerja rasakanbrbanyak negara kagum beliaubrinti bicara kerja;positive
368;anies prabowo dukung tau sejarah;positive
369;prabowo tulus negara satu republik indonesia main citra;positive
370;prabowo program didik aparatur perintah desa;neutral
371;keliling teman ide bagus indah kmdn sulit diapilkasikan apriori situ paham betapa alam praktik bumi ide indah realistis;positive
372;apa pilih serah andabryg saudara indonesia anti partai demokrasi indonesia merah alas;neutral
373;apa narasi program depan pedulibrpertanyaan indonesia bebas korupsi depan nyabrini tantang brindonesia lepas korupsi budaya jabat negara indonesia korupsibradapun tegak hukum korupsi politisasi orang orang tertentubrsampai kitarakyat bohong penting pribadi;negative
374;kuat apa umum malam kotak suara gembok kardus kalah;neutral
375;calon nyenggol undang korupsi perberatpayah;neutral
376;masyaa allah anies gagas difahami rekam jejak bagus bagus moga indonesia anies menang amanah amin;positive
377;tolong warga indonesia badak clup entar negara jadi boneka ketua umum partai;neutral
378;sayang capresnya anies mantap sampean luntur cinta gusdur;positive
379;presiden otak tenaga pakai makan kerja kerja kerja men;neutral
380;anies hubung orang tengah bawahbrganjar keren naratif bangetbrprabowo salut speechless;positive
381;vidio gambar pimpin depan moga indonesia merdeka;neutral
382;prabowo bicara ngambungi dikit lari susu makan siang perut pikiranya;neutral
383;pakai kacamatabrpandai berbicarabrtp raport merah kota jakarta;neutral
384;prabowo presiden banding calon presiden lainnyabrpak prabowo cerdas alam pimpin tingkat nasional internasional;neutral
385;atur turut mau model pimpin harap;neutral
386;mah joko ppartai partai demokrasi indonesia bilang masyarakat tau manusia bilang setujubrbrkalau anies prabowo baik;positive
387;terimakasih kakak nana mata najwa dengar simak papar calon bakal calon presiden buka nilai bakal calon presiden paham negara cari solusi visioner berapiapi brmana wibawa intelek milik pengatahun luas;neutral
388;bakal calon presiden gagas kesah ruu ampas aset pilih;neutral
389;anies baswedan omong menang laksana lihat bukti jakarta;neutral
390;manis ucap manusia ular bisa;negative
391;anies bagus bicara probowo gagas bagus sampai;positive
392;pilih partai demokrasi indonesia presiden pimpin anies prabowo rekomended;neutral
393;jujur kecewa prabowo sambung gantung pakar kali beliau target beliau kes ambisi bareng strategi gagas konkrit mencapainyabrsebagai akademisi gaya sampai rasionalitas anies oke;positive
394;lihat gagas lupa lihat track record minus track record bakal calon presiden banding bakal calon presiden track record minus rugi rakyat track record minus muncul pemimpinbrbrpilihan tangan sebentar banyak literasi track record bakal calon presiden;negative
395;pada prabowo apa sehatt selaluuu orang pokok baik;positive
396;sistem islam prabowo biaya politik;neutral
397;anak stand anies ayo goooooooo knows drilllllll swift af anak;positive
398;pilih anies prabowo calon presiden maju maju tahi;neutral
399;gagas wooyitu copy paste ganjar;neutral
400;sehat calon presiden hati bersih iklas;positive
401;anies baik gagas titik pakai kuat titik titik;positive
402;komen ujar benci kubu partai demokrasi indonesia tau periode kampanye partai demokrasi indonesia;negative
403;rendah dukung anies rapat baris pilih anies;neutral
404;tega hukum membelehkorupsi jamaahmksdny gmnberarti biar hemm;negative
405;terimakasih anies duduk pinggir jakarta rasa manfaat syukur indonesia milik orang perintah peduli masyarakat;positive
406;bismillahmoga prabowo anies izin allah swt pimpin indonesia;positive
407;bakal calon presiden ajak dialog bahasa inggrismau lihat fasih;neutral
408;tiga calon presiden reflexibrganjar porno sejarah asli lucu karisma;neutral
409;suka heran sorot mampu bicara indikator tolak kerja mampu publik bicara indikator konsep pikir struktur;neutral
410;prabowo cocok iya anies tulus satu cerdas;positive
411;pilih presiden emosi brbakal presiden ngejek profesi rakyat;negative
412;dukung anies sesuai fakta lapangankalau dunia maya buzzzerp nyinyir;negative
413;dukung ganjar presiden dukung tukang bohong;negative
414;kang prabowo cita citabrorasi nasional bangsa;positive
415;anies ter baik brcares lainminggir;positive
416;rasional bosan ganjar pranowo ganjar pranowoyes;neutral
417;prabowo tua calon presiden pidato breapi semangat sukarno;neutral
418;tolong presiden tolong banyak lowong kerja kualifikasi badan alam kerja kerja kualifikasi alam pakmohon maaf iya;neutral
419;anies tuban tunggu moga manfaat negeri sehat;positive
420;lucu kakak nana prabowo anak debat overall gagas tiga bakal calon presiden bagus nyala titik uji fakta baca komentar netizen;neutral
421;makna panji jokowi presiden luhut perdana menteri;neutral
422;hebat keren apa ide gagas keren pelaksanaanya tugas negara iya ayo tunggu;positive
423;tipikal ganjar rap gitu senyum nyaman sana aduh kayak gitu esmosiannya pilih seram dapat;positive
424;gara iq warga indonesia pilih bajingn bodoh;negative
425;prabowo subianto tulus serah jiwa raga makmur rakyat jaya indonesia;positive
426;masuk akal anies mustahil bingung;positive
427;wow juta siswa sd indonesiapak prabowo makan siang bulanrp juta siswa;neutral
428;panji wkwkwkwkwkwkkwkw kocak llurusss koqq gampang jahahaha;positive
429;gagas anies titik logika bismillah anies presiden;neutral
430;berat ganjar tentang kondisi bijak perintah notabene partai kuasa pdip jokowi;neutral
431;malu orang daerah kuasa gubernur guru honorer dapat minim;neutral
432;pemimpinnyatidak jalan dukung masyarakat pimpin manusiabrpertanyaan gweapakah lapor gubernur dapat minim direspon solusi masak;negative
433;gambar kualitas masyarkat asa pilih model tunggu mayoritas masyarakat cerdas pilih berkualitasbranies level bakal calon presiden person salah;neutral
434;ganjar tugas itumaka jalan sesuai tugas capreslagilagi tugas partai;neutral
435;gagas ide oke dengar realistis logis mampu harapanekspektasi pilih kerja omong kosong;positive
436;anies baswedan inshaa allah presiden tanda amin iya allah;neutral
437;didik sehat anggap cost keren anies;neutral
438;biasapertanyaan lugas jelastanpa tekssemoga rabb azza whatsapp jalla meridhoi anies rasyid baswedan pimpin negara satu republik indonesiacerdasvisionersantun luwes;positive
439;gambar anies baswedan indonesia gagas;neutral
440;jwbnnya jalur rakyat ganjar jawab plikak plikuk;neutral
441;lucu panji standup suka jurang jurang materi jatuh sesuai disaranin najwa calon presiden sesi periode gimik bodoh kelas materi;negative
442;refleksi anies baswedan bikin ragubrbrkarena penting nama baik brbrbkn rakyat indonesia;neutral
443;perintah refleksi kasih kaca kecuali suruh refleksi daerah pimpin jakarta jakarta refleksi kondisi negara indonesia;neutral
444;calon presiden netral idola tiga tonton video nilai anies calon presiden mudah paham kaum gen moga anies menang presiden amin;neutral
445;mohon maaf obrol prabowo connect iya kakak nana acara siap spontan bikin kadang sambung bikin grogi;neutral
446;simpul cerna anies prabowo maaf ganjar jelas bingung sesuai refleksi ngena prabowo tulus program kerja top;neutral
447;tiga gagas bagus indonesia cinta;positive
448;gagas ganjar bagus sistematis anies awang awang;positive
449;ganjar spontan pakai bantu layar tertawa;neutral
450;dengar anies baswedan gagas refleksi beliau layak presiden indonesia adil maju;positive
451;kakak depan mohon bahas uu ciptaker omnibus law brkarna rugi buruh untung usaha milik usaha kebal hukum;neutral
452;buruh tolak ciptaker timbul perpu isi salin uu ciptaker;neutral
453;ngalur ngidul aahk ganjar omong ciri khas pilitikus ngebacot;negative
454;detik suara indonesia situ ambil simpul kayak indonesia bangkit kembang tolong hidup uciha itachi;neutral
455;bakal calon presiden cermin sifat cerdas rendah rakyat penuh jiwa satria;positive
456;tinggal tunggu komando ulama pilih orang totalitas negara orang hhebrcapres orang kali;neutral
457;desa maju kepala desa korupsiitu konsekuensi atas;neutral
458;pilih umum presiden kali golput pers iya nebeng ah;neutral
459;intelijensianya mantap najwa shihab tajam setsjam silet;positive
460;iya anies ganjar pranowo sesuai refleksi gitu kayak drama maaf salah tafsir lepas apa pilih kitabryg sesuai prabowo refleksi beliau atur drama dengar beliau gregetapapun namanyabrmaaf apa pilih outra tebaik;negative
461;maaf anies lewat langsung prabowo ganjarhahaa kebanyang anies presidenmau apabahasa tubuh nilai;negative
462;anies top singkat padat ppt muter muter;positive
463;indonesia ajar negara exp malaysia didik guru jepang sepakbola unggul negara;neutral
464;sampai akademis logis harap rakyat gagas anies baswedan;neutral
465;dhivana anarchia ria lay anak profesor cornelis lay cakep pintar anak nusa tenggara timur;neutral
466;retorika susun prabowo prabowo tindak tindak retorika bicara tangan beliau indonesia tindak emas;neutral
467;anies khayal narasi janji janjisedih anies berubahbehayal maaf pikir harap palsu;negative
468;iya iya dosen vs orang orang kerja bangun indonesia kualitas kata dosen hebat kerja yohanies ambil contoh jakarta gagal kampanye omong omong kosong;negative
469;ganjar prabowo bicara jujur narasi kedepananies aduh komunikasi dirubahanies delusiberhayalmimpi narasi olah indah teoritis;neutral
470;hindar indonesia paham komunis mana asli pndduk indonesia tinggal orang asing;negative
471;manfaat buka mata beda gagas bakal calon presiden terima kasih mata najwa grup selenggara acara;neutral
472;anies brganjar brprabowo program muluk masuk akaludah tular mukidi;negative
473;anies cocok presiden indonesia sejahtera;positive
474;teori anies muter muter mbulet mengarahblas;negative
475;gaji orang tua ribu paksa bayar kuliah mantap ganjar;neutral
476;kerja keras harga buang injak negara bangsa injak sakit hati bilang bangsa monyet negara kerja paksa jajah kerja paksa ogahhhhhhh;negative
477;orang halu kerja keras percaya hilang kerja keras budak;negative
478;hidup jalan mengijak bumi alias realistis jalan atas awan teori mudah realistis hidup;positive
479;kakak nana tenang tenang ngegas beda;positive
480;saing anies prabowo masyarakat cerdas;positive
481;acara manfaat rakyat indonesia jejak digital masa terimakasih najwa;neutral
482;jujur pimpin karakter prabowo bicara lugas tegakarena pimpin negara main teman mental baja andal literalisasikepicikan politik negeri kejam negosiasi makmur negara asingintinya butuh pimpin janji mulut manis;positive
483;moga prabowo presiden mata tulus ikhlas rakyat indonesia bebas miskin;positive
484;anies baswedan yees prinsip adil rakyat indonesia;positive
